campagne,sample,col,row,aspect,time,dayPeriod,treatment,species,tissu,StarchNscTissue,chamber
2,804,4,3,N,A',Day,Drought,Pinus,END,0.458642994,3-Apr
2,804,4,3,N,A',Day,Drought,Pinus,IT,0.419023158,3-Apr
2,804,4,3,N,A',Day,Drought,Pinus,LM,2.073009558,3-Apr
2,804,4,3,N,A',Day,Drought,Pinus,UM,2.58932429,3-Apr
2,804,4,3,N,B,Day,Drought,Pinus,END,0.621838409,3-Apr
2,804,4,3,N,B,Day,Drought,Pinus,IT,0.468099625,3-Apr
2,804,4,3,N,B,Day,Drought,Pinus,LM,2.340017348,3-Apr
2,804,4,3,N,B,Day,Drought,Pinus,UM,3.730044617,3-Apr
2,804,4,3,N,B,Day,Drought,Pinus,END,0.608613951,3-Apr
2,804,4,3,N,B,Day,Drought,Pinus,IT,0.458144685,3-Apr
2,804,4,3,N,B,Day,Drought,Pinus,LM,2.108736374,3-Apr
2,804,4,3,N,B,Day,Drought,Pinus,UM,3.984504991,3-Apr
2,804,4,3,N,C,Night,Drought,Pinus,END,1.077606449,3-Apr
2,804,4,3,N,C,Night,Drought,Pinus,IT,0.538419286,3-Apr
2,804,4,3,N,C,Night,Drought,Pinus,LM,3.537691183,3-Apr
2,804,4,3,N,C,Night,Drought,Pinus,UM,3.076283082,3-Apr
2,804,4,3,N,C,Night,Drought,Pinus,END,1.071549144,3-Apr
2,804,4,3,N,C,Night,Drought,Pinus,IT,0.535392791,3-Apr
2,804,4,3,N,C,Night,Drought,Pinus,LM,3.778772247,3-Apr
2,804,4,3,N,C,Night,Drought,Pinus,UM,2.844285819,3-Apr
2,804,4,3,N,D,Night,Drought,Pinus,END,0.802612858,3-Apr
2,804,4,3,N,D,Night,Drought,Pinus,IT,0.547808654,3-Apr
2,804,4,3,N,D,Night,Drought,Pinus,LM,3.697488663,3-Apr
2,804,4,3,N,D,Night,Drought,Pinus,UM,3.742089825,3-Apr
2,804,4,3,N,D,Night,Drought,Pinus,END,0.795850488,3-Apr
2,804,4,3,N,D,Night,Drought,Pinus,IT,0.543193122,3-Apr
2,804,4,3,N,D,Night,Drought,Pinus,LM,4.240566976,3-Apr
2,804,4,3,N,D,Night,Drought,Pinus,UM,3.210389414,3-Apr
2,804,4,3,N,E,Day,Drought,Pinus,END,0.914188641,3-Apr
2,804,4,3,N,E,Day,Drought,Pinus,IT,0.744642333,3-Apr
2,804,4,3,N,E,Day,Drought,Pinus,LM,3.691276345,3-Apr
2,804,4,3,N,E,Day,Drought,Pinus,UM,4.11989268,3-Apr
2,804,4,3,N,E,Day,Drought,Pinus,END,0.913530547,3-Apr
2,804,4,3,N,E,Day,Drought,Pinus,IT,0.74410629,3-Apr
2,804,4,3,N,E,Day,Drought,Pinus,LM,3.902248175,3-Apr
2,804,4,3,N,E,Day,Drought,Pinus,UM,3.910114988,3-Apr
2,804,4,3,N,F,Day,Drought,Pinus,END,0.288312755,3-Apr
2,804,4,3,N,F,Day,Drought,Pinus,IT,0.630618682,3-Apr
2,804,4,3,N,F,Day,Drought,Pinus,LM,2.254393773,3-Apr
2,804,4,3,N,F,Day,Drought,Pinus,UM,3.176674791,3-Apr
2,804,4,3,N,F,Day,Drought,Pinus,END,0.291311742,3-Apr
2,804,4,3,N,F,Day,Drought,Pinus,IT,0.637178285,3-Apr
2,804,4,3,N,F,Day,Drought,Pinus,LM,2.668564627,3-Apr
2,804,4,3,N,F,Day,Drought,Pinus,UM,2.752945345,3-Apr
