campagne,sample,col,row,aspect,time,dayPeriod,treatment,species,tissu,StarchNscTissue,chamber
2,804,4,3,N,D,Night,Drought,Pinus,LM,3.697488663,4-3
2,804,4,3,N,D,Night,Drought,Pinus,UM,3.742089825,4-3
2,804,4,3,N,D,Night,Drought,Pinus,END,0.795850488,4-3
2,804,4,3,N,D,Night,Drought,Pinus,IT,0.543193122,4-3
2,804,4,3,N,D,Night,Drought,Pinus,LM,4.240566976,4-3
2,804,4,3,N,D,Night,Drought,Pinus,UM,3.210389414,4-3
2,804,4,3,N,E,Day,Drought,Pinus,END,0.914188641,4-3
2,804,4,3,N,E,Day,Drought,Pinus,IT,0.744642333,4-3
2,804,4,3,N,E,Day,Drought,Pinus,LM,3.691276345,4-3
2,804,4,3,N,E,Day,Drought,Pinus,UM,4.11989268,4-3
2,804,4,3,N,E,Day,Drought,Pinus,END,0.913530547,4-3
2,804,4,3,N,E,Day,Drought,Pinus,IT,0.74410629,4-3
2,804,4,3,N,E,Day,Drought,Pinus,LM,3.902248175,4-3
2,804,4,3,N,E,Day,Drought,Pinus,UM,3.910114988,4-3
2,804,4,3,N,F,Day,Drought,Pinus,END,0.288312755,4-3
2,804,4,3,N,F,Day,Drought,Pinus,IT,0.630618682,4-3
2,804,4,3,N,F,Day,Drought,Pinus,LM,2.254393773,4-3
2,804,4,3,N,F,Day,Drought,Pinus,UM,3.176674791,4-3
2,804,4,3,N,F,Day,Drought,Pinus,END,0.291311742,4-3
2,804,4,3,N,F,Day,Drought,Pinus,IT,0.637178285,4-3
2,804,4,3,N,F,Day,Drought,Pinus,LM,2.668564627,4-3
2,804,4,3,N,F,Day,Drought,Pinus,UM,2.752945345,4-3
